80;"Jordan is described by the Rock and Roll Hall of Fame as ""The Father of Rhythm & Blues"" and ""The Grandfather of Rock 'n' Roll"". The Hall also states that ""Saturday Night Fish Fry"" is ""an early example of rap and possibly the first rock and roll recording"". Not all critics agree with the importance of his work as a rock and roll influence. For example, Rolling Stone (magazine) offers this take on Jordan's recordings from the late 1940s: ""... the early idol of both Berry and Bill Haley, came closest, but his jump 'n' jive story songs were aimed as much at adults as teens, and any hillbilly flavor in his records was strictly a comedic device"". The article agrees with Sam Phillips that rock and roll ""specifically addressed and was tailored to teenagers""."
81;"Another source describes Jordan's jump blues style as combining ""good-natured novelty lyrics (some with suggestive double meanings); [pushing] the tempo; [strengthening] the beat; [layering] the sound with his bluesy saxophone and playful melodies."""
82;"During this period Jordan again placed more than a dozen songs on the national charts. However, Louis Jordan and His Tympany Five dominated the 1940s R&B charts, or (as they were known at the time) the ""race"" charts. In this period Jordan had eighteen number 1 singles and fifty-four in the Top Ten. According to Joel Whitburn's analysis of the Billboard magazine charts, Jordan ranks fifth among the most successful musicians of the period 1942–1995. From July 1946 through May 1947, Jordan had five consecutive number one songs, holding the top slot for 44 consecutive weeks."
83;"Jordan's popularity was boosted not only by his hit Decca records but also by his prolific recordings for Armed Forces Radio and the V-Disc transcription program, which helped to make him popular with whites and blacks. He starred in short musical films and made ""soundies"" for his hit songs."
84;Stepping away from his rhythm and blues style, Jordan started a big band in the early 1950s that was unsuccessful. Illness kept him near home in Arizona throughout the 1950s.
85;In 1952, Jordan performed on June 1 at Wrigley Field in Los Angeles for the eighth Cavalcade of Jazz concert produced by Leon Hefflin, Sr. Jordan and His Tympany Five returned for the tenth Cavalcade of Jazz concert on June 20, 1954.
86;"Jordan signed with Aladdin for which he recorded 21 songs in early 1954. Nine singles were released from these sessions; three of the songs were not released. In 1955, he recorded with ""X"" Records, a  subsidiary of RCA which changed its name to Vik Records while Jordan was with them. Three singles were by released by ""X"" and one by Vik; four tracks were not released. In these sessions Jordan intensified his sound to compete with rock and roll. In 1956, Mercury signed Jordan and released two albums and a handful of singles. His first album for Mercury, Somebody Up There Digs Me (1956), showcased updated rock-and-roll versions of previous hits such as ""Ain't Nobody Here but Us Chickens"", ""Caldonia"", ""Choo Choo Ch'Boogie"", ""Salt Pork, West Virginia"", and ""Beware!"" Mercury intended this to be a comeback for Jordan, but it was not commercially successful, and the label let him go in 1958. He recorded sporadically in the 1960s for Warwick (1960), Black Lion (1962), Tangerine (1962–1965), and Pzazz (1968) and in the early 1970s for Black & Blue (1973), Blues Spectrum (1973), and JSP (1974)."
87;In the early 1960s he toured in England with Chris Barber. Speaking in 2012, Barber recalled seeing Jordan at the Apollo Theater in New York:
88;"Jordan remade some of his top hits for a 1973 LP, I Believe in Music: ""Caldonia,"" ""Is You Is or Is You Ain't My Baby,"" ""Saturday Night Fish Fry"" and ""I'm Gonna Move to the Outskirts of Town"". New material was also added."
89;"According to a Billboard book, cited by the Blues Hall of Fame, Jordan had ""18 No. 1 hits on the race and R&B charts spent a total of 113 weeks in the top slot, almost twice as many weeks as any other artist in the history of rhythm & blues""."
90;"One publication of the Smithsonian Institution provided this summary of Jordan's music.One important stylistic prototype in the development of R&B was jump blues, pioneered by Louis Jordan, with his group Louis Jordan and His Tympany Five. Jordan’s group ... consisted of three horns and a rhythm section, while stylistically his music melded elements of swing and blues, incorporating the shuffle rhythm, boogie-woogie bass lines, and short horn patterns or riffs. The songs featured the use of African American vernacular language, humor, and vocal call-and-response sections between Jordan and the band. Jordan’s music appealed to both African American and white audiences, and he had broad success with hit songs like ""Is You Is or Is You Ain’t My Baby"" (1944).Jordan and the Tympany Five perform ""Deacon Jones"" in the 1944 film Meet Miss Bobby Socks."
91;The release of the 1945 musical short film Caldonia boosted Jordan's career due to roadshow screenings in support of his live performance. In addition to his performances in other mainstream films, such as Follow the Boys (1944), Jordan's appearance in Caldonia (1945) and that film's success led to roles for him in other race films, including those made by Astor Pictures: Beware! (1946), Reet, Petite, and Gone (1947), and Look-Out Sister (1947).
92;"His prolific use of film as a promotional vehicle broke new ground, garnering praise from Billboard, which wrote, ""The movies have helped the one-nighters, which have also been helped by recordings, which have also helped the movies, which in turn have become more profitable. It's a delicious circle, and other bands are now exploring the possibilities."""
93;"Jordan was married five times. His first wife Julia (also called Julie) was from Arkadelphia. Soon after their wedding Julia gave birth to a daughter, Patty, who turned out to be another man's child. In 1932, Jordan met Ida Fields, a Texas-born singer and dancer, in Hot Springs. They married that year. Ida was six years his senior and a member of a traveling dance troupe called the Florida Orange Blossoms. Ida sued Jordan for bigamy in 1943. He claimed she was aware that he was still married. Ida was awarded a $70,000 judgment, later reduced to $30,000. She began billing herself as ""Mrs. Louis Jordan, Queen of the Blues, and her Orchestra"" before Jordan stopped it by stalling payments. In another court case, Ida was awarded a settlement of $50,000. In 1942, Jordan married his childhood sweetheart, Fleecie Moore; they were later divorced. In 1947, Fleecie discovered Jordan was having an affair with dancer Florence ""Vicky"" Hayes and attacked him with a knife. She was arrested and charged with assault. Jordan married Vicky on November 14, 1951, in Providence, Rhode Island; they separated in 1960. He married Martha Weaver, a singer and dancer from St. Louis, in 1966."
94;"Jordan's popularity and success had waned by 1953. By that time, ""rock 'n' roll had captured the world's attention, and Jordan's jumping R&B became a thing of the past"". While he continued performing, this did not generate the level of income that million selling recordings would have provided."
95;In 1961, the Internal Revenue Service filed an income tax lien against Jordan. As a result, he sold property well below their worth to pay off debts. Musician Ike Turner stated in his autobiography, Takin' Back My Name, that he heard about his tax problems and contacted Jordan's booking agency in Chicago. Turner convinced the president of the company to send Jordan a check for $20,000. Jordan was unaware of this deed.
96;"Jordan wrote or co-wrote many of the songs he performed, but he did not benefit financially from them. Many of the hit songs he wrote, including ""Caldonia"", were credited to his wife Fleecie Moore to avoid an existing publishing arrangement. Their marriage was acrimonious and short-lived. After their divorce she retained ownership of the songs. However, Jordan may have taken credit for some songs written by others—he is credited as the co-writer of ""Saturday Night Fish Fry"", but the Tympany Five pianist Bill Doggett claimed he wrote it."
97;Jordan died of a heart attack on February 4, 1975, in Los Angeles. He is buried at Mt. Olive Cemetery in St. Louis, Missouri, the hometown of his wife Martha.
98;On June 23, 2008, the United States House of Representatives passed a resolution introduced by Arkansas Representative Vic Snyder honoring Jordan on the centenary of his birth.
99;"The United States Postal Service featured Jordan and his film for Caldonia in 2008 as part of its tribute to Vintage Black Cinema. ""Vivid reminders of a bygone era will be celebrated in June through Vintage Black Cinema stamps based on five vintage movie posters. Whether spotlighting the talents of entertainment icons or documenting changing social attitudes and expectations, these posters now serve a greater purpose than publicity and promotion. They are invaluable pieces of history, preserving memories of cultural phenomena that otherwise might have been forgotten. The stamp pane was designed by Carl Herrman of Carlsbad, California."""
100;"Jordan is described by the Rock and Roll Hall of Fame as ""The Father of Rhythm & Blues"" and ""The Grandfather of Rock 'n' Roll"".  Another source states that with Caldonia (1945), Jordan was ""already crafting the classic rock ‘n’ roll sound"". The Hall of Fame states that ""his classic “Saturday Night Fish Fry” (1949) is an early example of rap and possibly the first rock and roll recording""."
101;"The Blues Foundation hints that Jordan was a precursor to R&B: ""Louis Jordan was the biggest African-American star of his era and that his ""Caldonia"" reached ""the top of the Race Records chart, as it was known prior to the introduction of term Rhythm & Blues in 1949""."
102;"Some have suggested that Chuck Berry modeled his musical approach on Jordan's. Berry changed the lyric content from black life to teenage life, and substituted cars and girls for Jordan's primary motifs of food, drink, money and girls. Berry's iconic opening riff on ""Johnny B. Goode"" bears a striking similarity to the intro played by the guitarist Carl Hogan on the 1946 hit ""Ain't That Just Like a Woman""; Berry has acknowledged the debt in interviews. Other sources also indicate that Little Richard was influenced by Jordan.  In fact, the artist said Caldonia was the first non-gospel song he learned; and the shriek (or ""whoop"") on the Jordan record ""sounds eerily like the vocal tone Little Richard would adopt"", in addition to the ""Jordan-style pencil-thin moustache"". James Brown and Ray Charles also said that Jordan's style had an influence on their work."
103;"B.B. King recorded an album called Let the Good Times Roll: The Music of Louis Jordan. The band included Earl Palmer, drums, Dr. John, piano, Hank Crawford, alto sax, David ""Fathead"" Newman, tenor sax, and Marcus Belgrave, trumpet."
104;"Jordan was inducted into the Blues Hall of Fame; and in 2018 he posthumously received a Grammy Award for lifetime achievement. The Academy believes that he ""led the way for rock and roll in the 50’s. His recordings in the GRAMMY Hall Of Fame include: 'Ain't Nobody Here But Us Chickens', 'Caldonia Boogie', 'Choo Choo Ch'Boogie', and 'Let The Good Times Roll’""."
105;"According to Cleveland.com, ""Louis Jordan had a profound impact on several African-American music genres that evolved during the first half of the 20th century ... He helped make jump blues, jazz and boogie-woogie mainstream forces. Jordan’s legendary work would serve as a precursor to modern blues, rock and roll and R&B music""."
106;"The Big C is an American television dramedy which premiered on August 16, 2010, on Showtime. It drew the largest audience for a Showtime original series premiere. Season 2 premiered on June 27, 2011. Season 3 premiered on April 8, 2012. On July 31, 2012, The Big C was renewed for a fourth and final season, named ""Hereafter"", which premiered on Monday, April 29, 2013, and concluded on May 20, 2013."
107;The show follows, in the Minneapolis–Saint Paul area, Westhill High School teacher Cathy Jamison – a reserved, suburban wife and mother –  who is diagnosed with melanoma. The realization of this forces her to really begin to live for the first time in her adult life. At first she chooses to keep her diagnosis from her family, behaving in ways they find puzzling and increasingly bizarre. She finds new freedom to express herself. As the show progresses, Cathy allows her family and some new friends to support her as she copes with her terminal prognosis, and finds both humor and pathos in the many idiosyncratic relationships in her life.
108;Laura Linney as Cathy Jamison. Cathy is a Twin Cities-area (Minneapolis–Saint Paul) high school teacher who, at the start of the series, has been recently diagnosed with terminal (stage IV) melanoma. Reluctant to burden her family and friends with the news, she keeps it a secret for months. She does reveal her illness to elderly neighbor Marlene (who later commits suicide), after Marlene figures it out since her dog, Thomas, who had often been hanging around Cathy, can sniff out cancer. Her behavior dramatically changes as she begins to make reckless choices in the face of oncoming death. These include kicking her husband out of the house, spending money on an expensive car, and having an affair. She befriends Andrea, a mouthy student in her summer English class. Desperate to make sure her teenage son is on the right path before she dies, she unintentionally drives a rift between them. She ends her affair when it is exposed, and allows her husband to move back in after finally revealing to him that she is sick. She gives Marlene's house, which Marlene left to Cathy in her will, to her brother Sean. She decides to undergo a treatment with great risks because she wants to live. Although initial results are promising, the treatment proves unsuccessful. In season four, Cathy plans for the inevitability of her imminent death.
109;"Oliver Platt as Paul Jamison, Cathy's husband. Paul has a somewhat childlike approach to life, and Cathy kicks him out of the house because she is fed up of looking after him. He doesn't really understand the situation but appeases her in the hopes that their marriage can be repaired. While separated, he has a sexual encounter with another woman; this is ultimately forgiven in the face of Cathy's affair. After Cathy reveals her cancer to him, he moves back in and becomes overly attentive and doting. At the end of the second-season finale episode, Paul appears to Cathy as a hallucination at the end of the marathon she runs and then a cut scene shows him being worked on by an EMS team after ingesting cocaine earlier in the day. In season three, Paul begins to write a blog about his life and Cathy's cancer. They attend a motivational workshop led by Joy Kleinman, who becomes Paul's mentor. After Joy dies by getting hit by a bus, Paul takes over her motivational self-help empire, under his tag phrase ""flip that switch""."
110;"John Benjamin Hickey as Sean Tolkey, Cathy's brother. Sean is an eccentric, homeless, anti-establishment environmentalist. He is frequently dirty and eats out of garbage cans. Though having a somewhat distant relationship, Cathy begins making a concerted effort to get closer to him after she is diagnosed with cancer. He starts a relationship with Cathy's college friend Rebecca, which ends badly. At one point Cathy reveals her illness to him and he has an emotional breakdown; she reneges, claiming she made it up to get a reaction. In the season one finale, Rebecca reveals to Sean that she is pregnant. At the beginning of season two, Sean and Rebecca have moved into Marlene's house. It's revealed that Sean suffers from bipolar disorder but has refused to treat it in the past. He begins taking medications in order to become more stable for his unborn child, but then goes off the medications when Rebecca miscarries. After Rebecca leaves Sean, he has an emotional downward spiral that causes him to lash out against Cathy and other family members. He comes home at the end of second season and tells Cathy that he was working for a traveling circus. In the third season, Sean gets a job as a janitor at Adam's school. After finally getting a landline, he starts receiving calls for ""Willy Wanker"", discovering that the last person who had the phone number was a gay phone sex operator. Sean starts his own phone sex operation as a way to make extra money, and ends up connecting with a client named Tim. He then starts a relationship with him and his wife Giselle, but they break it off when Sean's presence begins to negatively affect their marriage. Wanting to do something meaningful and life-affirming in light of what is happening to Cathy, he decides to donate a kidney to an unknown recipient. He and that recipient, Ray, decide to meet days before the surgery. In the simple act of Ray offering Sean a gift of an expensive Rolex watch in gratitude of what he's doing, Sean can see that Ray is everything he abhors in life. Although Sean decides to go through with the donation on Cathy's urging, he also decides because of Ray that he will return to being homeless again."
111;"Gabriel Basso as Adam Jamison, Cathy and Paul's son, who attends the same school where Cathy teaches. A typical teenager, he resists his mother's sudden increase in attention and affection. He strikes an unsteady friendship with schoolmate Andrea, but it falls apart after he balks when it is insinuated by others that they are sexually intimate. After getting in trouble, he is punished by being forced to do house chores for Marlene. He is the first to realize Marlene has Alzheimer's disease. In season one episode ""Everything that Rises Must Converge"", Marlene, not recognizing Adam, pulls a gun on him and chases him out of her home. Adam does not know about his mother's cancer until the season one finale. While his mother is in the hospital receiving treatment, he discovers a key to a storage locker that is filled with hundreds of gifts for his future birthdays, holidays and major life events. He realizes his mother is not going to live very long and finally reacts emotionally. At the beginning of season two, Adam feels frustrated with all the attention he's been getting at school due to Cathy's illness. He wants to pursue a sexual relationship with his girlfriend Mia, who he started dating at the end of season one, but she wants to take things slow. He then sleeps with classmate Emily, but refuses to take any responsibility for his actions. While his parents are away, Adam has sex with a hooker / dominatrix in their bedroom, and then has Uncle Sean help get rid of her. In the episode ""The Little C"", it is revealed that Adam contracted crabs from his encounter with the hooker, and accidentally exposed Cathy and Paul. He confesses this to them, and Cathy tells Mia thinking Adam got it from her. Mia promptly dumps him, and refuses to give him any sympathy due to his mother's illness. He then begins chatting with a girl named Poppy through an online cancer support group. When they finally meet, Adam discovers that Poppy is actually a thirty-something year old woman. Despite this, they bond over their immature sense of humor and their parents' diseases. Before the family is supposed to go to Italy for Christmas, Adam discovers that Poppy's father has actually been dead for several years. He confronts Poppy, but she explains that once he loses his mom, he will feel like a part of him is missing. In the third season, Adam has joined a prayer group at school, where he meets the extremely religious Jesse, who becomes his girlfriend. In season four, Adam is starting grade 11. One of Cathy's pipe dreams is to see him graduate from high school before she dies. He, however, is having troubles and is failing one of his classes, Chemistry. With the help of a tutor that Cathy hires, Adam is able to pass his Chemistry exam and class. As it become clear to Adam that Cathy will most likely die while he is in Grade 11, Adam, without telling anyone in his family, decides to accelerate the completion of his degree requirements online, his frequent absences from the house which he lies to his family that he is hanging out with friends while he is really going to school to write exams. In a small, informal and previously unannounced ceremony at the Jamison home, Adam's principal, Connie Schuler, is able to hand a cap and gowned Adam his high school diploma in front of Cathy and the rest of the family."
112;Gabourey Sidibe as Andrea Jackson (Season 3-4, recurring previously), an overweight, mouthy and combative student in Cathy's class. Cathy takes an interest in her and offers her a cash reward for losing weight. She is the first person to realize Cathy is having an affair. She lies to Cathy about her upbringing and economic status, claiming her mother is a drug addict and they live in poverty. Cathy visits their home to discover she lives in a lovely upper middle class home with two educated, caring parents. In the second season, Andrea, on Cathy's invitation, comes to live with Cathy and her family due to her parents moving away to Africa for missionary work. She starts dating Paul's co-worker Myk, and becomes engaged to him, but then Paul reveals that Myk is in the country illegally, and might be only marrying her for a green card. Heartbroken, Andrea spends her winter break in Africa and connects with her heritage, after which she renames herself Ababu. In season four, she is a student at a local college in the fashion design program, with Isaac Mizrahi a guest professor for the year. Her school year does not start off well, she not getting along with her dorm roommate, and losing the sparkle in her design work largely because of her thoughts on Cathy's imminent death. Mizrahi is able to get Andrea back on track, he who offers her an internship in New York at the end of the academic year. She decides not to accept it as she knows that Cathy will die when she will be in New York, but Cathy convinces her to accept it, which she does.
113;"Phyllis Somerville as Marlene (Season 1, recurring afterward), Cathy's elderly neighbor and friend. Somewhat crotchety, Marlene lost her husband to cancer many years earlier. She has two daughters, from whom she is estranged. Although she finds Cathy annoying at first, the two quickly become friends, eventually becoming close to the whole family. Marlene is the first person to know Cathy's secret. She figures it out after her dog, a basset hound named Thomas, stalks Cathy, because dogs can supposedly ""smell"" cancer. Marlene starts to exhibit episodes of memory loss, often suddenly forgetting where she is and who people are. She finally admits to Cathy that she has Alzheimer's. She pulls a gun on Adam, not recognizing who he is, and her horror of what she might do as she continues to deteriorate makes her decide to kill herself. At the beginning of the second season, she appears to Cathy during hallucinations. Marlene and Thomas, who dies at the beginning of season four, are waiting on the other side in Cathy's swimming pool when Cathy dies.Reid Scott as Dr. Todd Mauer (Seasons 1 and 2), Cathy's oncologist and friend. Compassionate and concerned, he goes beyond the doctor/patient relationship by going on several personal outings with Cathy. He begins to become her confidante as she tells him all of the secrets she cannot tell her family. He allows her to accompany him while house shopping for him and his girlfriend. He reluctantly accompanies Cathy to Canada for an alternative therapy treatment, and while there reveals that he is ""confused"" and has feelings for her."
114;"Cynthia Nixon as Rebecca (Seasons 1 and 2), Cathy's college roommate and long-time friend. She resurfaces at Cathy's birthday party after a long absence. When she begins a sexual relationship with Sean, Cathy reveals that she has always found Rebecca to be selfish and a bad friend, which serves as a wake-up call and leads to the end of the romance. She becomes pregnant with Sean's child. This news leads to him telling her that he wants to raise the child together. She later moves in with Sean and they fall in love, becoming engaged; however, when Rebecca miscarries their child, Sean discontinues his medication, giving Rebecca no choice but to leave him."
115;"Nadia Dajani as Tina (Seasons 1 and 2), who went to high school with Cathy and Paul and was then known as ""Rugby Slut"". Always attending the local rugby games, and not saying die to her youth, she starts an affair with Paul (Paulie) after Cathy kicks him out. Cathy discovers their affair when she comes to offer Paul an olive branch and sees Tina leaving with her thong."
116;Idris Elba as Lenny (Season 1), a painter at Cathy's school. They have a brief affair but Cathy ends it as she re-examines her feelings for Paul.
117;Alexandra Socha as Mia (Seasons 1 and 2), Adam's classmate and first serious girlfriend. She and Adam break up after she discovers that Adam had sex with someone else. She finds out about Adam's indiscretion when Cathy confronts her after he brings pubic lice aka crabs into the house, Cathy believing Adam having gotten them from having sex with Mia. She eventually forgives him leading to them getting back together for a short time.
118;Brian Cox (Season 1) and Brian Dennehy (Season 4) as Donald Tolkey, Cathy and Sean's father, with whom they both have an estranged relationship. Despite that estrangement, Cathy feels the need to see him before she dies.
119;Alan Alda as Dr. Atticus Sherman (Seasons 2–4), an oncologist leading a clinical trial. Cathy is first enthralled by the notion of Dr. Sherman and his work as possibly saving her life, but she changes her mind about him after he initially refuses her entry into the trial and she sees that his bedside manner is clinical rather than humanistic. Dr. Sherman eventually does admit Cathy into the trial, which initially does show promising results, but which ultimately does not cure Cathy. Cathy eventually learns that he too is suffering from advanced stage cancer of the colon when she catches him at the cancer clinic as a patient. He dies before Cathy of his cancer.
120;"Hugh Dancy as Lee Fallon (Season 2), a fellow patient in Dr. Sherman's clinical trial. Cathy thinks Lee is inappropriately interested in her until he comes out as gay to her. She and Lee find comfort in each other due to their cancer, and become ""clinical trial"" buddies. Lee's acupuncturist believes they are soul mates, as Cathy's excessively high blood pressure immediately drops once Lee enters the room. However, their relationship becomes strained when the treatment begins to work for Cathy and not Lee. As she encourages him to fight, he refuses. Ultimately Lee dies from his cancer, leaving Cathy devastated. She does however believe that the greatest gift he gave her was asking her to be there when he died, and she seeing that he died in peace."
121;Parker Posey as Poppy Kowalski (Season 2), who Adam meets in a children of cancer victims online support group. In Poppy's online persona, Adam believes her to be the same age as him, but upon their eventual face-to-face meeting, he finds out that she is in her thirties. Adam later finds out that Poppy had been lying in that her cancer-stricken father is no longer alive, he having died several years earlier, leading to him believing that she suffers from mental issues.
122;Emily Kinney as Emily (Season 2), a classmate of Adam's who is his first sexual partner after his girlfriend at the time, Mia, tells him that she isn't yet ready to have sex.
123;Boyd Holbrook as Mykail (Season 2), Paul's Ukrainian immigrant co-worker at the electronics store. Paul finds out that Mykail is stealing and selling merchandise from the store on the sly, the scheme which Paul enters into briefly with him. Mykail enters into a relationship with Andrea, the two who eventually get engaged. Just before their wedding, Andrea learns that Mykail was only marrying her to get his green card. As such, she dumps him. He ends up disappearing as the police are after him.
124;Connie Ray as Connie Schuler (Seasons 2-4), the over politically correct principal at Cathy's high school, with who Cathy is constantly butting heads over Cathy's actions in dealing emotionally with her cancer while at work.
125;"Susan Sarandon as Joy Kleinman (Season 3), a motivational speaker. She once had cancer, but it went into remission. She attributes her full recovery to the joy that reentered her life (hence the reason she uses the stage name Joy), ""joy"" which is what she espouses in her events. Despite Cathy being the one initially to suggest she and Paul go to one of Joy's weekend-long workshops, Cathy ends up believing Joy to be a bitch. Joy, however, ends up being Paul's mentor as she encourages him about his blog, which turns into Paul being Joy's ""opening act"". Cathy's reaction to Joy is in large part because she knows that Joy sexually propositioned Paul. After Joy is killed from being run over by a bus, Paul takes over her speaking engagement in San Juan, Puerto Rico, which transitions into him with his own burgeoning self-help empire."
126;Hamish Linklater and Mamie Gummer as Dave and Maxine Cooper (Season 3), a relatively poor married couple who are putting their yet unborn baby up for private adoption. After reading on Paul's blog that Cathy wants to adopt, Dave and Maxine choose them to be the adoptive parents. Cathy's joy about this news is short-lived when she, while going to visit them at their motel and seeing them secretly through their motel room window, finds out that Maxine is not really pregnant and this adoption is all a scam to extort money. Cathy exacts revenge by taking Dave and Maxine on a ride in her sports car along an isolated country road on a cold winter day - the car which she was really intending on giving to them until she found out about the scam - when she deserts them there at gunpoint while taking most of their clothes.
127;Kailie Torres as Jesse (Season 3), a member of Adam's Bible group, she who eventually becomes Adam's girlfriend. Adam and Jesse have anal sex in the mistaken belief that it is not really sex, as she is saving what she considers real sex (vaginal sex) until after marriage.
128;Lee Tergesen and Fredi Walker-Browne as Kirby and Shay (Season 3), a bartender and server respectively at the bar Cathy frequents near the hospital. Cathy has told them that she is Alexis, a widowed flight attendant who is getting her commercial pilot's license. Regardless, Cathy sees them as her friends, albeit ones she cannot tell anyone about outside of this circle.
129;"Brian d'Arcy James and Tammy Blanchard as Tim and Giselle (Season 3), a married couple. Tim is one of Sean's clients of his Willy Wanker gay phone sex service. Sean and Tim agree to meet after Sean breaks from his Willy Wanker persona during one of Tim's calls. Sean initially discovers that Tim is gay-curious. Despite Sean not identifying as either gay or bisexual, he enters into a relationship with Tim and Giselle together (what they refer to as a ""thruple""), where each treats the other two as equally as possible. That relationship is short-lived as Tim and Giselle soon discover that they need to focus on themselves as a couple."
130;Michael Ray Escamilla as Angel (Seasons 3 and 4), a Puerto Rican fisherman Cathy sees in a hallucination and interprets as her Angel of Death. He accompanies Cathy when she dies.
131;Kathy Najimy as Cathy's therapist (Season 4), who is helping her deal emotionally with everything surrounding what is basically her imminent passing to the other side. Portrayed as being a mortal human, she is really a spirit, the gatekeeper who will tell Cathy when it's time to pass over.
132;Samantha Futerman as Lydia Hye (Season 4), a friendless, overachieving student at Westhill whom Cathy hires to be Adam'
133;"Abortion is the termination of a pregnancy by removal or expulsion of an embryo or fetus. An abortion that occurs without intervention is known as a miscarriage or ""spontaneous abortion""; these occur in approximately 30% to 40% of pregnancies. When deliberate steps are taken to end a pregnancy, it is called an induced abortion, or less frequently ""induced miscarriage"". The unmodified word abortion generally refers to an induced abortion."
134;When properly done, induced abortion is one of the safest procedures in medicine. In the United States, the risk of maternal mortality is 14 times lower after induced abortion than after childbirth. However, unsafe abortions—those performed by people lacking the necessary skills, or in inadequately resourced settings—are a major cause of maternal death, especially in the developing world. Public-health data show that making safe abortion legal and accessible reduces maternal deaths.
135;"Modern methods use medication or surgery for abortions. The drug mifepristone in combination with prostaglandin appears to be as safe and effective as surgery during the first and second trimester of pregnancy. The most common surgical technique involves dilating the cervix and using a suction device. Birth control, such as the pill or intrauterine devices, can be used immediately following abortion. When performed legally and safely on a woman who desires it, induced abortions do not increase the risk of long-term mental or physical problems. In contrast, unsafe abortions (those performed by unskilled individuals, with hazardous equipment, or in unsanitary facilities) cause 47,000 deaths and 5 million hospital admissions each year. The World Health Organization states that ""access to legal, safe and comprehensive abortion care, including post-abortion care, is essential for the attainment of the highest possible level of sexual and reproductive health""."
136;Around 56 million abortions are performed each year in the world, with about 45% done unsafely. Abortion rates changed little between 2003 and 2008, before which they decreased for at least two decades as access to family planning and birth control increased. As of 2018, 37% of the world's women had access to legal abortions without limits as to reason. Countries that permit abortions have different limits on how late in pregnancy abortion is allowed. Abortion rates are similar between countries that ban abortion and countries that allow it.
137;Historically, abortions have been attempted using herbal medicines, sharp tools, forceful massage, or through other traditional methods. Abortion laws and cultural or religious views of abortions are different around the world. In some areas, abortion is legal only in specific cases such as rape, fetal defects, poverty, risk to a woman's health, or incest. There is debate over the moral, ethical, and legal issues of abortion. Those who oppose abortion often argue that an embryo or fetus is a person with a right to life, and thus equate abortion with murder. Those who support the legality of abortion often argue that it is part of a woman's right to make decisions about her own body. Others favor legal and accessible abortion as a public health measure.
138;Approximately 205 million pregnancies occur each year worldwide. Over a third are unintended and about a fifth end in induced abortion. Most abortions result from unintended pregnancies. In the United Kingdom, 1 to 2% of abortions are done due to genetic problems in the fetus. A pregnancy can be intentionally aborted in several ways. The manner selected often depends upon the gestational age of the embryo or fetus, which increases in size as the pregnancy progresses. Specific procedures may also be selected due to legality, regional availability, and doctor or a woman's personal preference.
139;"Reasons for procuring induced abortions are typically characterized as either therapeutic or elective. An abortion is medically referred to as a therapeutic abortion when it is performed to save the life of the pregnant woman; to prevent harm to the woman's physical or mental health; to terminate a pregnancy where indications are that the child will have a significantly increased chance of mortality or morbidity; or to selectively reduce the number of fetuses to lessen health risks associated with multiple pregnancy. An abortion is referred to as an elective or voluntary abortion when it is performed at the request of the woman for non-medical reasons. Confusion sometimes arises over the term ""elective"" because ""elective surgery"" generally refers to all scheduled surgery, whether medically necessary or not."
140;"Miscarriage, also known as spontaneous abortion, is the unintentional expulsion of an embryo or fetus before the 24th week of gestation. A pregnancy that ends before 37 weeks of gestation resulting in a live-born infant is a ""premature birth"" or a ""preterm birth"". When a fetus dies in utero after viability, or during delivery, it is usually termed ""stillborn"". Premature births and stillbirths are generally not considered to be miscarriages, although usage of these terms can sometimes overlap."
141;Studies of pregnant women in the US and China have shown that between 40% and 60% of embryos do not progress to birth. The vast majority of miscarriages occur before the woman is aware that she is pregnant, and many pregnancies spontaneously abort before medical practitioners can detect an embryo. Between 15% and 30% of known pregnancies end in clinically apparent miscarriage, depending upon the age and health of the pregnant woman. 80% of these spontaneous abortions happen in the first trimester.
142;"The most common cause of spontaneous abortion during the first trimester is chromosomal abnormalities of the embryo or fetus, accounting for at least 50% of sampled early pregnancy losses. Other causes include vascular disease (such as lupus), diabetes, other hormonal problems, infection, and abnormalities of the uterus. Advancing maternal age and a woman's history of previous spontaneous abortions are the two leading factors associated with a greater risk of spontaneous abortion. A spontaneous abortion can also be caused by accidental trauma; intentional trauma or stress to cause miscarriage is considered induced abortion or feticide."
143;Medical abortions are those induced by abortifacient pharmaceuticals. Medical abortion became an alternative method of abortion with the availability of prostaglandin analogs in the 1970s and the antiprogestogen mifepristone (also known as RU-486) in the 1980s.
144;The most common early first-trimester medical abortion regimens use mifepristone in combination with misoprostol (or sometimes another prostaglandin analog, gemeprost) up to 10 weeks (70 days) gestational age, methotrexate in combination with a prostaglandin analog up to 7 weeks gestation, or a prostaglandin analog alone. Mifepristone–misoprostol combination regimens work faster and are more effective at later gestational ages than methotrexate–misoprostol combination regimens, and combination regimens are more effective than misoprostol alone. This regimen is effective in the second trimester. Medical abortion regimens involving mifepristone followed by misoprostol in the cheek between 24 and 48 hours later are effective when performed before 70 days' gestation.
145;"In very early abortions, up to 7 weeks gestation, medical abortion using a mifepristone–misoprostol combination regimen is considered to be more effective than surgical abortion (vacuum aspiration), especially when clinical practice does not include detailed inspection of aspirated tissue. Early medical abortion regimens using mifepristone, followed 24–48 hours later by buccal or vaginal misoprostol are 98% effective up to 9 weeks gestational age; from 9 to 10 weeks efficacy decreases modestly to 94%. If medical abortion fails, surgical abortion must be used to complete the procedure."
